item_id,pack_id,title,rights_class,render_mode,format,body_asset_path,external_url,rights_reviewed_at,content_reviewed_at,release_status,approval_basis,notes
s9-4-r01-wells-short-history-world,long_view_history_v1,History at Human Scale,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r01_wells_short_history_world.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r02-henry-adams-education,long_view_history_v1,A Life Seen in Eras,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r02_henry_adams_education.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r03-stevenson-travels-donkey,long_view_history_v1,Walk Into Older Time,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r03_stevenson_travels_donkey.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r04-turner-frontier-history,long_view_history_v1,Question the Frontier,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r04_turner_frontier_history.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r05-addams-hull-house,long_view_history_v1,A Neighborhood Learns Itself,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r05_addams_hull_house.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r06-dubois-souls-black-folk,long_view_history_v1,A Nation Seen From Within,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r06_dubois_souls_black_folk.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r07-equiano-interesting-narrative,long_view_history_v1,Freedom Across an Ocean,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r07_equiano_interesting_narrative.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-r08-hearn-glimpses-japan,long_view_history_v1,Look Carefully Across Culture,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_4_r08_hearn_glimpses_japan.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l01-longnow-orrery-interval,long_view_history_v1,An Orrery for the Next Ten Thousand Years,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://longnow.org/ideas/orrery-interval-invitation-long-term-thinking/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l02-longnow-reframing-education,long_view_history_v1,Learning at the Pace of Generations,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://longnow.org/ideas/reframing-education-part-3/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l03-longnow-time-machine-museums,long_view_history_v1,Museums as Time Machines,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://longnow.org/ideas/the-time-machine/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l04-longnow-manual-civilization,long_view_history_v1,What Would You Keep for Civilization,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://longnow.org/ideas/manual-for-civilization/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l05-sapiens-chaco-timber,long_view_history_v1,Where Chaco Found Its Wood,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.sapiens.org/archaeology/chaco-canyon-timber/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l06-sapiens-deep-history,long_view_history_v1,History Before Writing Is Still History,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.sapiens.org/archaeology/prehistory-deep-history-southeast-asia/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l07-sapiens-volcanoes-societies,long_view_history_v1,After the Volcano,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.sapiens.org/archaeology/volcanic-archaeology-pichincha-volcano/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l08-sapiens-margaret-mead-femur,long_view_history_v1,Care in One Old Bone,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.sapiens.org/culture/margaret-mead-femur/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l09-met-tang-internationalism,long_view_history_v1,Tang China as Crossroads,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.metmuseum.org/essays/internationalism-in-the-tang-dynasty-618-906,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l10-met-roman-asia-trade,long_view_history_v1,Routes Between Empires,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.metmuseum.org/toah/hd/silk/hd_silk.htm,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l11-nmaahc-making-way,long_view_history_v1,Institutions That Made a Way,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://nmaahc.si.edu/explore/exhibitions/making-way-out-no-way,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l12-jstor-inventing-silk-roads,long_view_history_v1,The Silk Road as an Idea,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://daily.jstor.org/inventing-silk-roads/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l13-jstor-agarwood,long_view_history_v1,A Fragrance Crossing Cultures,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://daily.jstor.org/plant-of-the-month-agarwood/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-4-l14-nautilus-walden-deep-time,long_view_history_v1,Walden in Deep Time,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://nautil.us/the-deep-time-of-walden-pond-237054,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-r01-dudeney-amusements-math,creativity_play_v1,Math as Play,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_5_r01_dudeney_amusements_math.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-r02-lear-book-nonsense,creativity_play_v1,Five Minutes of Nonsense,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_5_r02_lear_book_nonsense.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-r03-lindsay-art-moving-picture,creativity_play_v1,Movies as an Art,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_5_r03_lindsay_art_moving_picture.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-r04-quiller-couch-art-writing,creativity_play_v1,Writing as Craft,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_5_r04_quiller_couch_art_writing.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-r05-fletcher-wood-block-printing,creativity_play_v1,Make a Print by Hand,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_5_r05_fletcher_wood_block_printing.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-r06-dana-bookbinding-libraries,creativity_play_v1,How a Book Holds Together,RENDERABLE,IN_APP_READER,MARKDOWN,editorial/items/s9_5_r06_dana_bookbinding_libraries.md,,2026-04-26,2026-04-26,approved_in_app_reader,Project Gutenberg public-domain source reviewed; self-contained excerpt selected; attribution and source policy retained; no summary or paraphrase.,Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-l01-quanta-local-global-graph,creativity_play_v1,A Six-Dot Graph Puzzle,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.quantamagazine.org/math-that-lets-you-think-locally-but-act-globally-20230721/,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
s9-5-l02-met-design-1900-1925,creativity_play_v1,Design Finds New Shapes,LINK_ONLY,EXTERNAL_HANDOFF,HTML,,https://www.metmuseum.org/essays/design-1900-25,2026-04-26,2026-04-26,approved_link_only_handoff,"Canonical link only; no scraping, caching, body text, summary, or in-app reproduction; browser handoff only.",Supersedes pre-integration candidate backlog status for Sprint 9 release readiness.
